seg_index,vehicle_id,rmse_full_pct,outcome,t_conv_strict_s,innov_mean_mV,innov_std_mV,innov_lag1_autocorr,innov_soc_struct_rms_mV,frac_flat_ocv,dt_median_s,I_quant_step_A,duration_s,soh_end,r_int_end_mOhm
47,VehId_0010,3.3625346120841684,converged,482.8,1.0200344149843508,51.777851096107945,0.05017209038910906,,0.48,0.4000000000000057,0.25,531.9,0.6351286914456709,11.985113227558594
48,VehId_0010,10.402850749760866,diverged,,-0.6265374569984535,78.45356117340924,0.05297286309963442,,0.3096774193548387,0.5,0.25,336.7,0.56733434626744,14.275712210033543
49,VehId_0010,18.746935106285413,diverged,,0.3157107267850813,13.027167567930725,0.12543804853441276,,0.0,0.3999999999999915,0.25,247.9,1.0,1.6351781896177016
50,VehId_0010,63.696751916576254,diverged,,1.1985964607968853,79.8591704717069,0.009949345553507101,,0.5127478753541076,0.30000000000001137,0.25,527.4,0.5701675381114187,15.053686850530957
51,VehId_0010,38.241593588075574,diverged,,0.031316211012820956,66.07505774963933,0.019939190155017397,,0.6072423398328691,0.39999999999997726,0.25,574.7,0.5701623998371128,11.279890977697043
52,VehId_0010,84.54067203836055,diverged,,1.5208114590647843,90.68760257485769,-0.00590147468064723,,0.0,0.39999999999997726,0.25,366.5,0.5727373312440195,17.613561252650214
53,VehId_0010,62.416799461526054,diverged,,-0.6959481196750019,46.4631779489904,-0.02099223600479808,,0.09248554913294797,0.4000000000000057,0.25,849.3,0.5508918429866718,14.528604496229304
54,VehId_0010,7.0019223723220865,recovered,,0.28792522086090294,61.95138863698267,-0.005285608857314076,,0.0,0.4000000000000057,0.25,644.1,0.6599629258954608,14.997964970403771
55,VehId_0010,18.18519835236383,diverged,,1.3393227763120503,81.83218912179268,-0.029974111468586008,,0.0,0.3999999999999986,0.25,150.7,1.0,14.891301520466012
56,VehId_0010,11.511240287352377,recovered,,-0.8629193768716206,48.739759578660355,-0.03887731588489749,,0.0,0.4000000000000057,0.25,162.0,0.6183911290094176,10.453916486425305
57,VehId_0010,0.9300209949286894,converged,0.0,1.478479633661046,65.51736212276218,-0.003772562168962962,,0.8946015424164524,0.39999999999997726,0.25,424.9,1.0,14.878797150886516
58,VehId_0010,0.4685281801637731,converged,0.0,1.964897420946313,62.86740727708584,-0.0370892046068462,,1.0,0.4000000000000057,0.25,172.7,1.0,14.942522439056972
59,VehId_0010,56.33917999331894,diverged,,-0.5186181591288702,96.63378783028593,-0.11499234711963553,,0.6243523316062176,0.30000000000001137,0.25,401.1,0.5603449102267534,14.3803546828979
60,VehId_0010,2.309515404544064,converged,0.0,1.391681654002162,58.16870695418552,-0.0008224883336194618,,0.12190082644628099,0.5,0.25,289.9,1.0,14.934913512999326
61,VehId_0010,15.623707559744664,diverged,,1.1035848991640071,50.40555858895304,-0.01421113769473051,0.6292657676891965,0.1882716049382716,0.7999999999997272,0.25,2344.3,0.6566935622718263,14.467164331508053
62,VehId_0010,1.1836947704014091,converged,294.0,0.608191124451487,62.60459518596502,-0.01197802068539752,,0.6802325581395349,0.4000000000000057,0.25,306.4,0.706606276281707,14.760394433368852
63,VehId_0010,20.090278427095374,diverged,,0.15442569537517806,74.37378749409167,-0.012488247263762407,,0.0,0.3000000000000682,0.25,564.4,0.7932530032494963,14.125670421484214
64,VehId_0010,7.153604656231699,converged,548.7,1.02457030530315,55.897549048837256,0.016084099339058598,,0.702020202020202,0.39999999999997726,0.25,625.0,0.5760222256163744,11.50328526653525
